Review ID,text,Body,sentiment,Product id
1495,Not pleased,It did not keep the water hot very long at all.,2,B003KYSLNQ
1496,Does its job with annoying drawbacks.,"Have only had this a week so here are my first impressions.- I was excited to see it was stainless steel inside and not plastic.- Seems well made- All the buttons and water area are lit by blue LED lights….that seems unnecessary.- The thing beeps….a lot. Beeping to acknowledge buttons pushed as though the LEDs aren’t enough and beeping when boiling finishes. Not single beeps…loud, repetitive beeps. Unnecessary.- Otherwise boils fast.- Narrow opening for accessing the boiling chamber if you like to clean that zone. Outside is easily wiped down if you like to clean that zone.",3,B003KYSLNQ
1497,Rust inside kettle after long use,"I bought this product in 2019 and it has worked very well. However, there are two issues that lower my rating to 3 stars.  First, the opening at the top is small and the lid doesn’t open all the way making it very difficult to get my hand inside to clean. Second, I realize I bought 6 years ago, but being stainless steel it should never rust, yet the bottom of the kettle has two rust spots that I noticed just recently. The product is out of warranty so I can’t exchange it, but it has performed well overall.  Doesn’t anyone make a “lifelong” product anymore?!",3,B003KYSLNQ
1498,Failed too quick,This failed too quickly - first the lid came off and then it started dripping on the base despite not being overfilled. Very disappointing,3,B003KYSLNQ
1499,Hot kettle,Bought this for my brother.He thoroughly enjoys it¡!,3,B003KYSLNQ
1500,Discontinued model sent in current model box! Pour may drip and splash.,"Product is fine, though when pouring out 1 Liter of boiling water, the flow from the spout is not great.  If one tries to pour it out quickly (i.e. tilt the kettle too much) the flow can go over the 'splash guard' and splash beyond the vessel.  The top is also pretty narrow (3 inch diameter) so filling with water is a bit of a bother.  Also, be aware of the model number.  I did not know that the CPK-17(D1) was discontinued but that's what I received (bottom of kettle says CPK-17(D1) but box it came in says CPK-17P1).  So, when registering the product on the cuisinart website, that specific model was not available in the drop down.  The latest model is the CPK-17P1.",3,B003KYSLNQ
1501,Worked great for 2 years,"I really liked this electric kettle, especially the feature that lets you keep water hot. Unfortunately, after 2 years of daily use, this feature is no longer working (or I should say I am unable to turn it off). I now have to keep the kettle off the base after use or else it will continually heat up, which is a bit of a safety concern. Looking for another brand now.",3,B003KYSLNQ
1502,"Worked great for 2 years, and then died",We use this every day. Most people do. It worked for only 2 years?! I am going to look into what brands the Brits use.,3,B003KYSLNQ
1503,This kettle has a design flaw that can make a big mess on your counter,"Just below the pour spot is a protrusion on plastic of about 5/8"" that blocks water from leaving the pot when there is about 1 to 1/2 cups of water left. when you tip the pot too pour the water backs up behind this piece of plastic until you tip the pot way up which then cause a bunch of water to rush out onto the counter. It works as advertised but I would not buy this again.",3,B003KYSLNQ
1504,Fast build up of limescale and text on button wore off. Not great for pour over coffee.,"Unable to pour slowly for pour over coffee, get a bonavita instead.Built up limscale on lid and bottom which was impossible to get off. Temperature settings wore off on buttons after about a year. Not idea.",3,B003KYSLNQ
1505,Short lifetime,"This was actually a really great kettle... for eleven months. Then it became convinced that it was empty no matter what the water level was, and the 'boil dry' protection function began kicking in. Sometimes after it was almost boiling, and other times after it operates for a few seconds. It now does it all the time and I am shopping for a competitor product.Very disappointing, because, as I said, for eleven months it was the best electric kettle I ever owned. And I have a lot of other cuisinart products which I am happy with, although they don't get the multiple uses per day of an electric kettle.",3,B003KYSLNQ
1506,Quality concerns,"1/ The first one leaked from the bottom. Got a quick replacement.2/ The lid on the newest  one doesn’t open easily.3/ It is difficult to figure out the max fill level because of the position of the fill indicator window and no visible marking inside the kettle.Otherwise, boils in a reasonable amount of time. I like the different temp presets. The kettle is attractive.",3,B003KYSLNQ
1507,Discontinued mode,This is CPK - 17 model which is discontinued by Cusinart. The latest model is CPK-17P1,3,B003KYSLNQ
1508,Short lived,The kettle did great until it started leaking after less than a year and a half of usage. This is not Accor a $100 water kettle!,3,B003KYSLNQ
1509,"Filter design is poor, too much plastic being heated","Some design flaws with this kettle. It doesn't pour well at all with the filter; water gets caught on a plastic lip on the inside and comes out at the sides if pouring even slightly fast or to empty it. Not comfortable with the amount of plastic in contact with the boiling water. The water level gauge by the handle seemed a little detached at the top and would get foggy/water droplets clinging to inside top of it and I barely used it. Easier just to open the lid real quick to check water level. All that said, it successfully boiled water at varying temps. I ended up returning it for something else though.",3,B003KYSLNQ
1510,Thought it would be better,"After all the glowing reviews of it in the media, we thought we'd try it but it's only marginally better than our last bare bones one button kettle and it takes a longer time boiling water. Not to mention, we do see spots on the bottom once a week which means it needs vinegar to clean it and we didn't expect that kind of maintenance.",3,B003KYSLNQ
1511,Very heavy,"I bought this as a replacement for my favorite Cuisinart that has been discontinued.  Why I don't know - it was perfect.  All of the features work as advertised.  However, this kettle is very heavy and difficult to pick up when full.  I only use it to boil water, so I have to remember to click off the reheat function.  Otherwise I am wasting electricity.  It also feels like it takes about a minute longer than the previous kettle to boil water.  It could be because the element is not exposed directly to the water.  This may prevent scaling in the long run.  I end up just heating a liter at a time if I am in a hurry to make coffee.  I'll be looking for a lighter kettle and would not purchase again.",3,B003KYSLNQ
1512,Started leaking after 3-4 years,"We use our electric kettle multiple times a day, however it recently started leaking all over the place. I don't think I would get another Cuisinart.",3,B003KYSLNQ
1513,Not satisfied for 3 reasons,"This kettle is probably great if you don't mind the features our previous (Frigidaire- no longer available) kettle had that we miss. First- we want to see the temperature in the kettle in real time. I use it for hot water bottles, mixing pet food, and many other applications for which it doesn't need to be at a specific temperature, but for which I want to know what the temp is RIGHT NOW. It seems that is not a common feature in kettles today. Madness!Secondly, the pour: you either get a little trickle (what you want for tea, I guess), or a great gush if you tilt the kettle more. Neither serve the purposes for which we use our hot water.Finally: the kettle does not turn off once you have used it for the reason you heated the water. It goes right back to reheating it. No thanks! I will tell you to do that if I want you to (and this is with the keep warm button off!).The world does not need hundreds of kettles specifically made for tea. The perfect kettle would show the water level and the temperature in real time, and let me set the temperature I want in small increments.",3,B003KYSLNQ
1514,Rusty and giving out after 3.5 years,"Did well  with this electric kettle for 3.5 years, averaging 1-2 uses per day. Now it’s rusting at the bottom of the water chamber (stainless steel??), and I set it to boil and the temperature never gets above 200F before it beeps. Time to move on. Don’t think I’ll buy another.",3,B003KYSLNQ
1515,Cuisinat,This kettle lasted only 8 months,3,B003KYSLNQ
1516,FAILED at 6 months,"Glitchy, then 6 months, complete failure.  For $80 maybe a year?",3,B003KYSLNQ
1517,"The exterior gets very hot, not insulated.","We purchased this kettel to replace a Krups kettle that just failed after 4 years. The only thing we were missing in the Krups was a water level indicator. It had everything above this one as it was insulated,  had unlimited temperature settings and a readout that told you the temperature as it was climbing to your final selection. I will miss it and now my wife wants me to find something similar. Unfortunately I threw out the packaging and doubt if I can return it.",3,B003KYSLNQ
1518,Hard to clean,‘Keep hot’ button is annoying. It gets accidentally pressed all the time.It gets rusty looking deposits at the bottom.Top opening is too small to clean inside the pot.,3,B003KYSLNQ
1519,Good but some issues,"Heats up water very quickly, but released quite a lot of steam, so be careful around that. Also has plastic near the spout, but it’s BPA free so it shouldn’t be much of an issue. It also gets fingerprint stains and marks rather quickly",3,B003KYSLNQ
1520,Good until it starts leaking,"A good kettle overall... Until it starts leaking. Had two of them, both had the same issue. One day, maybe in a year, maybe in a few, you wake up and the water is outside when it should have stayed inside. And you have to buy a new kettle.Another issue is, the paint on the fancy buttons eventually comes off, and you have to remember what to press. But the good news is, it may start leaking before that, so you'll have to throw it away with the paint still intact.",3,B003KYSLNQ
1521,No saber si los plásticos que usa son pfa free,"Me gusta es un buen equipo, es rápido, pero para mi la seguridad en términos de liberación de sustancias que tengan cancerígenos como los plásticos que tiene la jarra pues me parece muy importante, creo q por el costo no debería llevar plástico..debería se más metálica y si los lleva debería llevar la claridad de si es no plástico free..el que no lo diga me hace pensar q si los tiene..y eso la pone a la altura de otras muuuchas veces más baratas",3,B003KYSLNQ
1522,lights do not reset occassionally and have to boil water; just get blinking lights,lights for all choices start blinking and there is no way to start heating water; has happened frequently and is inconvenient to have to use a backup method for coffee or tea.,3,B003KYSLNQ
1523,Louder than expected,I am so happy about this product!  Everything seems fine but it is louder when heating than expected.  That is my only complaint so far.,4,B003KYSLNQ
1524,Lid breaks fast making the kettle unusable,"Update: apparently this issue is covered by Cuisinart warranty (within 3 years and with proof of purchase) and they were very helpful when reached out, so improving rating from 2 stars to 4Original review:I loved this kettle, but it has issue with lid structure that breaks rather quickly - first it stops popping easily, and eventually it stops opening altogether.  It is old known issue - quick google search brings a lot of comments and suggestions about this, so not sure why it was not yet fixed by manufacturer. It is my second Cuisinart kettle that have same issue (first broke after 2.5 years, second 1.5 year), and this will be the last one. Moving on to something more reliable.",4,B003KYSLNQ
1525,Does the job,"It does the job. Keep warm feature would be more useful if it auto turned off, once you lift the kettle from the base and return it. Obviously, you have poured the water from the kettle at that point.",4,B003KYSLNQ
1526,Short life,I had two of these Cuisinart Kettles.  Both died winin two years.,4,B003KYSLNQ
1527,Expensive but great pre-set temperatures,"After doing some traveling, I realized that a simple electric tea kettle was an obvious answer to the continual problem of never having the correct water temperature for my tea at work. Microwave it, walk away, come back it's cold, start the microwave again, now it's too hot. This Cuisinart tea kettle will hold the correct temperature to brew green or black teas to perfection. It's perfect.The only problem is that $100 feels over the top.",4,B003KYSLNQ
1528,"Wow, amazing",This thing will literally boils water in 2-3 minutes. Very nice product. The only downside is the stainless exterior gets hot enough to burn you if you are not careful. It has a great handle which stays cool but if you accidentally touch the exterior you can get burnt.,4,B003KYSLNQ
1529,Good kettle with minor flaws.,"This kettle replaced an older, much more basic, plastic kettle.  The older plastic kettle actually heats water faster.  I timed them with the same amount of water in each because I thought this one seemed slow, and it is noticeably slower.  However, the features of this are nice.  It’s insulated so the water stays hot longer.  The different temperature settings are nice for different types of tea or drinks.  One slight annoyance is the “keep warm” function stays on by default, so if you don’t want it to keep coming on to reheat any water still left inside after you pour water for your cup of tea, you have to disable that every time you use the kettle.  That can be an energy waster if you forget to turn it off each time.",4,B003KYSLNQ
1530,Easy to use. Heats up fast. Sturdy.,"It’s a bit heavy, seems well-made. Easy to use and clean. Nice looking, easy to read and use with options specific to various types of tea. Pricey, but if it lasts years, it’s worth it. If it only lasts a year or two I will be disappointed 😔. Brand reputation doesn’t mean much nowadays since companies are being bought out for their reputation by groups that have no conscience, they trash the brand then move on to break more things, or is it disrupt… anyway I hope this pricey purchase lasts and continues to perform well.",4,B003KYSLNQ
1531,"Sleek and attractive, heats water fast",Nice upgrade from our old kettle which had begun to leak. This is attractive and heats fast.One caution though- the ‘keep warm’ button is so close to the start button that it almost always gets put on simultaneously - have to remember to shut it off manually otherwise kettle stays on in keep warm mode.,4,B003KYSLNQ
1532,Good purchase,"It works as expected, boils in seven minutes and stays warm if left on. I use it for tea in place of my microwave.",4,B003KYSLNQ
1533,"Great kettle, a little awkward to fill","Quick to heat. Like the presets. Looks good in the kitchen. Didn’t give it a 5 because the lid doesn’t open all the way so it was awkward to fill. They stress not over filling, but it is hard to hold it under the faucet and watch the fill lines. We have a farm Hise sink, so the faucet is an extending type. I can work around it.",4,B003KYSLNQ
1534,So far so good.,"I'm a bit cautious as I've noticed that the life of kettles like this can sometimes turn out to be unexpectedly short. So far so good though.The water heats up quickly and the sound signal is very convenient.The only slight drawback is that when you add water, it is a little difficult to monitor the water level. Maybe it just takes some getting used to.",4,B003KYSLNQ
1535,Very hot to touch but great overall product,"The kettle appears to work well, i was able to make tea after the first boil/rinse and there was no weird smell or taste. Boils in around 7 minutes when full and beps to let you know it's done. Outside of the kettle gets VERY hot but the handle stays cool. It doesn't slide on the counter which is how i found out it was hot, trying to move it back under the overhead cupboard. Led color is blue and it's very quiet when boiling.",4,B003KYSLNQ
1536,The outside gets hot,"This electric kettle works well, has great features, and looks attractive. But unlike every other stainless-steel-looking coffee related carafe in our house, this one gets hot on the exterior. I wish it were insulated. That would be more safe and probably use less electricity. Yes, I would buy it again.",4,B003KYSLNQ
1537,Outside gets super hot,This works great but you have to be really careful cause the outside also gets super hot.,4,B003KYSLNQ
1538,Ok teapot ....,I had a glass Hamilton Beach tea kettle prior to this Cuisinart.  This takes much longer to heat the water and I accidentally brushed the side of the kettle and SO SO HOT.  Poor design bc that was not an issue with the Hamilton Beach.,4,B003KYSLNQ
1539,Works well. Looks good. Heavy and single walled.,"I like how well  this Cuisinart PerfecTemp tea kettle works. Boils water quickly and for various types of tea and French press there are different temps from which to choose.The tea kettle, however, is very heavy when filled with water and even without water, so I need to hold the handle and the bottom of the kettle to pour. It’s also too hot on the outside to hold on the side. I’m guessing this is because it’s single walled. I’m comparing it to my last electric tea kettle which was a  Brevile Variable Temp. It lasted 10 years and was pricier than this Cuisinart. It was not as heavy and when water was hot, I could still touch the outside of the pot if need be.  This being said, I’m still enjoying this Cuisinart kettle and am keeping it.I gave this pot 4 stars because of the heavier weight otherwise it would be 5 stars.",4,B003KYSLNQ
1540,It makes loudish beeps when water is ready. Another sound would be better. Or at least fewer beeps.,"It makes loudish beeps when water is ready. Some other sound would be better. Or at least fewer beeps. Otherwise, it's a good product.Is anyone reading this review?Just read on NY Times that Amazon lets some sellers buy (presumably) favorable reviews for their products. Thereby making Amazon's review and rating system biased and often useless.",4,B003KYSLNQ
1541,Excellent unit.,"It heats water to a boil in 2 minutes, I timed it.  Fantastic appliance.  Now for the down side, it gets very hot to the touch and it’s heavier than I thought it would be.  But, I like it and will find it very useful.  I will work with the cons, as the pros outweighs the unit.  Very attractive and well made.",4,B003KYSLNQ
1542,Lets boil water,Best kitchen appliance purchased. Got tired boiling water in a sauce pan or microwave.  Best thing is the selection of the temperature of the water you desire.  The speed to heat up boggles the mind.  Construction is metal and sturdy,5,B003KYSLNQ
1543,Great for tea and French press,"Was recommended by a friend, and it was a really good pick",5,B003KYSLNQ
1544,Solid and durable,Purchased in 2020. Keeps on working!,5,B003KYSLNQ
1545,Well designed and durable,"We purchased this 10 years ago, and it ran perfectly for that whole time, until the auto shutoff failed.  We were so pleased with it that we bought another one!The buttons to set the desired temp are particularly convenient, since we drink a variety of teas.",5,B003KYSLNQ
1546,Fast and convenient!,"Very happy with this purchase! Heats up so fast and exactly the temp I need for coffee or tea! With my stovetop kettle, I'd often have to let the water cool a bit from boiling so that it didn't splatter while pouring. The keep warm function is nice if I start the water and leave the room for a bit. It's ready to go when I need it. Looks nice, too!",5,B003KYSLNQ
1547,High quality,Boiling water fast and it looks beautiful on the counter.,5,B003KYSLNQ
1548,Excellent electric kettle,"I bought one of these for my wife probably five or six years ago, and it just started leaking. So, I bought the same model again since between her, her mom and her sister, the thing gets used probably 10 times a day, every day, and the only thing that broke on it is the plastic water level sight glass. Just plain wore out after several thousand heat cycles.Through the magic of having two of them, I felt fine taking apart the old one to see how it’s built. Short version? Really, really well.The power supply and heater switching is located in the base, while the microcontroller and beeper are up in the handle. It looks like the handle electronics at least could take a pretty good splash without being compromised, though the base certainly isn’t waterproof and if you immersed this thing it would be ruined.Everything appears to be stainless steel and except for some minor discoloration on the interior bottom, there never was any rust. I did find a couple standard steel screws and captured nuts in the handle area that showed signs of rust, and this was directly below where the sight glass leaked, so that makes sense. Still, would’ve been nice if the fasteners were stainless as well.Overall, build quality is top-notch for the price point and I feel really good about the expected lifespan of the replacement unit. Don’t change anything, Cuisinart!",5,B003KYSLNQ
1549,Love this Kettle,"I made the switch from a classic stove top kettle to electric with this one and I have had this now for 3 years and it still works and stays great. For me going from a stove top kettle to elector I find this to be pretty fast.I have never had any rust and I clean the mineral buildup easily once a week with a little boiled vinegar.  No special cleaners are needed. I empty it out every night and leave the top open so it fully air dries.I use this kettle 3 times a day at minimum. Anyone complaining about rust or minerals with this kettle is not emptying it out or treating/cleaning it properly. Also, sidenote, there's been a few times that I have accidentally left water in it overnight and it is fine.I also polish the outside of it from time to time with a little Bon Ami or Barkeeper's friend (Scrub daddy power paste would be ok too)If you take good care of this kettle, it'll take good care of you.",5,B003KYSLNQ
1550,Stainless steel electric kettle,Was very happy to get this kettle. Looks nice in your kitchen & easy to use.,5,B003KYSLNQ
1551,Favorite Electric Kettle,Best product for your money. Second kettle of this exact brand and style. Good for younger kids and those that forget about heating water! Highly recommend.,5,B003KYSLNQ
1552,Love it,10/10 I didn't  know that it has a keep-warm for 30 minutes option and I love it. I also love the different temperature options for different types of teas and French Press. I would absolutely recommend it,5,B003KYSLNQ
1553,Used daily for 9 years,"The title says it all. I used this multiple times a day, every day, for 9 years until it finally broke (the lid won't open).The buttons all survived with mostly legible writing, and it heats up fast and to the perfect temperature every time.I will definitely buy a second to replace the first.",5,B003KYSLNQ
1554,I LOVE IT!,"I have had the Cuisinart 1.7-Liter Stainless Steel Cordless Electric Kettle for 7 months and use it EVERY DAY for coffee, plus green tea, Jamaica/Hibiscus tea, properly dried Moringa leaves, and other teas which need a lower temperature than black tea. I use only distilled water in it so there is no white mineral buildup inside the pot. It has been worth every penny to me. Water heats quickly so boiling kettle gets left on the stove. It would make a great present.",5,B003KYSLNQ
1555,Perfect for Tea Lovers,"I absolutely love this kettle. The preset temperatures are to die for and the speed is amazing. I will have even boiling water in less than 10 minutes. Plus, when I finish my cup of tea I can leave the water on warm and come back for more.",5,B003KYSLNQ
1556,Second cuisineart tea pot .,Replaced our first after less than a year but probably our fault for over filling it and  we liked it so well we replaced it and have been telling others not to overfill it as it caused small bits of plastic to settle in the water to,5,B003KYSLNQ
1557,Love it,It heats water fast. Has different temperature settings for the kind of tea you are making. It holds the temperature for awhile after it heats up.,5,B003KYSLNQ
1558,"Good initially, but slow leak over time making it too dangerous","Pros: This kettle is attractive, holds a lot of water, and heats nicely.Cons:- Particularly heavy when full due to stainless steel weight.- You have to always press the keep warm button to turn off reheating (it's the default to reheat)- Biggest problem is that ours has developed a slow leak over time. It's a design flaw. I thought it was just condensation, and you can see in the photo how I tried to clean the water calcification and the lettering came off. The bottom of the handle has a screw that penetrates the inside chamber of the kettle. Inside the kettle you can see the plastic cover over the screw where it attaches. Water from this weak point travels from the inside to the outside and drips down and collects underneath the heating element as it sits on our counter. This started gradually and initially the small amount of water probably just evaporated--but then it got more noticeable. To be clear, I have never seen water between the kettle and the base--but it has collected underneath the base. This is too dangerous a shock risk.I wrote Cuisinart via email and they were responsive, but since it's out of warranty (over 3 years old) they only offered a % discount on a new one. I'm not sure if the 2023 versions are built the same way, but I'll be looking for a replacement elsewhere.",1,B003KYSLNQ
1559,"The inside material chips off in 2-3 months, so unfortunate","I thought cuisine art was a higher quality name brand so would be safer to order than some of these random companies but I was wrong, the inside of the pot corroded in less than 3 months and the sad thing is that I used it daily, and didn’t notice until I went out of town and retuned and decided to give it a look.I hope those paint chips aren’t poisonous because good chance i consumed some.It worked well, if you don’t mind the inside corroding into your beverages",1,B003KYSLNQ
1560,Lid busted off and now the whole thing is garbage.,"It worked great till I spit out a little black plastic thing while drinking tea. I eventually figured out that little piece was holding the lid in place.  I could have easily swallowed the damn thing. Also, the kettle is now garbage now the lid does not go down. It looks fancy but the quality is not.",1,B003KYSLNQ
1561,Preset temps not accurate,"The product looks good. That's about it. Has flaws. Much too heavy with water in it, especially when full. Base is too light and flimsy. The preset temperatures aren't accurate. They run low. For example, preset temp of 175 degrees for green tea measured only 170 with a thermometer I stuck into the kettle. For boiling water measured only 207 degrees instead of 212. I tried various other tea temps and all were off. In addition, the various preset temps for tea aren't necessary. After experimenting, I found it's best to just the boil the water and then wait a short while and pour it over a tea bag. Also, you can't get rid of all the water in the kettle by pouring it out. Some stays in the bottom and has to evaporate. Could eventually cause calcification or rust. In addition, the price is too high except when on sale. Not a good value for the money. The start button is also the off button, but is only marked as start. Boil speed is five minutes for one liter and seven minutes for 1.7 liter. Seems long. Would be difficult to clean inside due to small opening at the top. You can't fit your hand in there. To close the top have to push it with your hand. Not a good idea if the kettle is hot. The kettle's outside is very hot and thus can be dangerous. Also, the beep doesn't work when the water is hot. Or maybe it's so soft I don't hear it. So, the kettle has some flaws. The idea is good, but needs an updated design. I might return it and go back to a stove top kettle. UPDATE: I kept it. Increased rating to two stars.",2,B003KYSLNQ
1562,INEVITABLE WATER STAINS IMPOSSIBLE TO REMOVE; WATER LEVELS CANNOT BE SEEN UNDER HANDLE,"Despite using several kinds of stainless wipes and finally resorting to Simichrome polish, these water stains are still visible.  I've had the kettle for a week. Another issue is that the water level is invisible when filling, as it's virtually hidden under the handle--the nice blue light can't be on then, so what's the point??  Also, the unit must be unplugged after each use—apparently to preserve that fancy but completely useless blue light. Poor design, poor execution.  Thanks for nothing, Wirecutter and all those other online review sites that apparently didn’t actually use this kettle.",2,B003KYSLNQ
1563,Decent kettle; the pour is atrocious,"I've had my kettle for a few months now. The temperature settings are convenient, but the pour on this thing is the worst I've ever seen. Because of the shape of the mouth of the kettle, and the shape of the filter inside near the mouth, when you pour the water it always comes out in 1 or 2 main streams, with 1 or 2 *additional* streams coming out at odd angles near the top of the mouth. It's bonkers how bad the pour is.",3,B003KYSLNQ
1564,Ink on button fades fast--illegible after a few years,Works great but lettering on buttons faded after a year.  We have had it 3 years and can barely read the buttons.  I called Cuisinart and they won't replace it. A shame they chose to use such shoddy ink for the buttons.,3,B003KYSLNQ
1565,"Not for mineral-rich or ""hard"" water","I really really wanted to love this kettle, my husband spent hours looking for the perfect gift and bought me this and I loved it... until we realized the water we have is not compatible. We get our water locally from a spring with extremely high magnesium content and it turns the water into a mess of white clouds when boiled in stainless steel. It does not react that way in glass though. Bummer, I think it would have been wonderful otherwise!",4,B003KYSLNQ
1566,You will see rust occur inside on the bottom plate. Cuisinart will dismiss it.,See the ring of rust in the photo. Cuisinart dismisses the fact that their kettle rusts.  Customer services told me to get some Bartender's friend or Bon Ami. and scrub it. Nice drinking that. And it's very difficult to get a sponge brush in down to the base. But seriously this kettle should not rust the price it sells for. Yes I understand hard water but this is greatly disappointing. And when you contact customer service they act like all kettles rust. Again hard water but not rust near the screws that you can see when you look inside at the bottom of the base.,4,B003KYSLNQ
1567,Works SOOO FAST!,Seriously worked so fast! Love the lights behind the buttons - makes it look so high tech! Super easy to use and I love how fast it boils a big thing of water.,5,B003KYSLNQ
1568,Metal body gets very hot,You can burn your skin when not careful. Only grab by the handle and never touch the main body.,1,B003KYSLNQ
1569,Stopped heating to a boil,Worked fine the first year.  Now the water is barely tepid.,1,B003KYSLNQ
1570,Works great until it doesn't.,"I received this kettle as a Christmas gift and am sad that I did, because I don't have the replacement plan. After four months the kettle would randomly shut off without completing a heating cycle, and will go hours without turning on again. We tried cleaning the connectors but everything looks fine; sometimes it'll turn on when you set it on the base and sometimes it doesn't. It worked wonderfully at first, but for something this expensive to break less than a year after purchase with pnly a 30 day guarantee is absolutely unacceptable.",2,B003KYSLNQ
1571,LEAKS,"I Have one of these for a little over 1 year. It has started to leak. I'm an electrical engineer, so I took it apart to see what happened, maybe fix it. No go. The metal section that sits inside over to the electrical components leaks, even posing an electrical short circuit problem and fire. The gasket section or connection point wears out. Let it sit and the counter top is covered with water. Plus; the push button top breaks and will not open. You have to use a knife blade to open it. The lettering wears off too. Sad, I really liked this unit, with its multiple temperature settings. But, it's a POS construction killed it for me. Buy, something else, as this unit poses a direct fire or shock hazard to you and your family.",2,B003KYSLNQ
1572,"Rusts, plastic, awkward opening","This review is for the Cuisinart CPK-17 PerfecTemp Cordless Electric KettleThe darn thing rusted after a couple of months! It started with a tiny rust stain in the bottom of the pot interior and within a few weeks more rust spots appeared in there. I only use Reverse Osmosis water in the thing and haven't used it more than a couple of dozen times.The opening isn't big enough to fit my hand in there to clean it. In fact, the opening is small and the lid doesn't open all the way. That makes it awkward to fill.Another thing I don't like: There are plastic parts in the interior that touch the water - a screen (removable) and also the water gauge (not removable).Otherwise, the kettle is lovely. It looks good, it has easy, clear controls, and it heats the water quickly to whichever temperature you choose. If you make tea or need water at specific temperatures, this is a great kettle because it lets you specify the temperature.Since mine is rusted, I'm going to ditch it and buy a Cosori stainless steel kettle at under half the price. It has no plastic touching the water, a large opening and great reviews. Fingers crossed.",2,B003KYSLNQ
1573,Great kettle. Dumb beeping.,"So close, but a miss. Why? Who needs 5 irritating beeps once your water is ready? How about a beep anytime you press a button? Then this is the kettle for you. For me, no thanks. But, surely there's a way for users to customize this? Nope. Listen up designers and engineers, empower consumers to choose the amount and degree of notifications they receive from their tools in their everyday life. It's really not that hard.",3,B003KYSLNQ
1574,"Mine is 4 years old and it still works great, but needs more frequent descaling","My previous electric hot water kettle was a Breville Ikon (which I still have, kept as a backup). I started using the Cusinart CPK-17 because of the temperature control. It's not very precise to the settings, but it's close enough.What I don't like about it:1. The opening is too small! I cannot fit my hand inside to clean... so I need to use a brush implement. It's not a really big deal, but just 0.5"" wider would've been about right.2. The warming feature is very useful, but I'd prefer if it was off by default. There is a button that lights up when you press START, so you can deactivate it. But most people aren't aware of this.3. As it ages, it needs to be descaled more frequently.4. The latest prices! I bought mine for $50 shipped 4 years ago. Today? The same model is now over $110! That's ludicrous.What I like about it:1. It's fast! It's just a little faster than my older Breville.2. While temperature settings aren't terribly accurate, they're good enough and it's nice to have at least some control over the water temperature.3. The weight is OK for the brushed steel version. I don't know why people are complaining about it.4. It's reliable and has a good base contact (my Breville Ikon required cleaning of corrosion on the contacts periodically--not necessary on the Cuisinart).",4,B003KYSLNQ
1575,Functional tea/hot water pot,I was lifted this electric tea pot a few years ago. I love this pot. I find it very useful for any of my hot water needs. I use it to rebuild water for cooking it is faster and convenient than cooking on my stove. The vessel has maintained its look. I love that there are different temperature settings. It's very durable and looks nice in my kitchen.  I highly recommend this product,5,B003KYSLNQ
1576,Best Programmable Kettle,We purchased this Cuisinart (CPK17P1) to replace our 12 year old Cuisinart (CPK17) - Serial Number 00224 (yes we had this one for a long time) which worked perfectly well for many (many) years.  We love that it lets us pick just the correct temperature for each type of tea we drink.,5,B003KYSLNQ
1577,Beast of a machine,"This thing is a beast. I've had it going on four years now and it takes anything I can throw at it. I haven't really done a great job of maintaining it, but it still works as good as new. I love the different temperature settings and everything from the lights to the buttons still work. I would recommend this to anyone.",5,B003KYSLNQ
1578,Still works,"We bought this in December of 2010 and 14 years later it is still working. This has warmed up water for tea, ramen and a myriad of other things over the years and it works every single time. At the time we paid $44 for this. Without a doubt this is probably on our top 100 for best purchases ever and we buy a ton of stuff. Yes, I know consumerism is a disease, its okay we don't have a problem, we can stop when we want to.",5,B003KYSLNQ
1579,"Great Concept, Flawed Execution","Let me say upfront that the product works to heat the water at the various temperatures. I am taking it on faith that the temperature is correct. And the controls are easy to use.Why I have rated it so poorly has to do with form. First, the balance is wrong. You have to hold the handle in the middle or just slightly above and it is awkward. Because of the control point the handle gets thicker where it meets the body and make it impossible to get my hand in there for the balance to feel right. Perhaps if the kettle is two feet from the sink you might be ok but I have to carry it a long way down the hall at my office where I intended to use this kettle and when full of water you have to hold it with two hands, one hand on the bottom. My home kettle (another brand) does not suffer this imbalance.My second complaint is the lid, it's small. Related to the lid is is the filter tab, it's very large. So combined with the small opening at top and the filter tab the fill area is restricted. Filling from a sink is ok but not ideal. Filling from a jug of water as I intend very soon would be more challenging.The first complaint is why I have chosen to, hopefully, return this one and I have ordered a multi-temp version of the brand which I have at home. If you're young and strong this would be an ok problem I suppose. But if you're older or not a strong in the arms I would definitely avoid it. Even for me with my strength I just find it annoying. Perhaps I am spoiled by, in my opinion, the better design of the kettle I have at home.Generally I would say the Cuisinart, in my somewhat limited experience, makes a pretty good product. It's just that this product is not one of them.",1,B003KYSLNQ
